City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
348,Nantucket,US,41.2835,-70.0995,68.14,88,100,11.5,overcast clouds
349,Chapeco,BR,-27.0964,-52.6183,47.95,66,0,4.61,clear sky
350,A Dos Cunhados,PT,39.1524,-9.2972,74.32,94,14,5.37,few clouds
351,Macapa,BR,0.0389,-51.0664,82.38,83,20,4.61,few clouds
352,Ibra,OM,22.6906,58.5334,78.57,66,6,4.16,clear sky
353,Necochea,AR,-38.5473,-58.7368,50.63,57,89,9.17,overcast clouds
354,Mendi,PG,-6.1761,143.6513,62.11,76,30,1.01,scattered clouds
355,Mareeba,AU,-17.0,145.4333,68.49,82,23,3.13,few clouds
356,Mercedes,AR,-34.6515,-59.4307,52.86,52,72,6.35,broken clouds
357,Vidim,RU,56.4088,103.1106,59.47,80,100,3.2,light rain
358,Ostrovnoy,RU,68.0531,39.5131,53.74,83,100,12.1,overcast clouds
359,Nanakuli,US,21.3906,-158.1547,85.37,54,0,14.97,clear sky
360,Vestmanna,FO,62.1564,-7.1664,47.32,93,100,11.5,overcast clouds
361,Aklavik,CA,68.2191,-135.0107,43.92,70,96,13.89,overcast clouds
362,Loksa,EE,59.5764,25.7214,50.94,88,2,9.17,clear sky
363,Piranshahr,IR,36.701,45.1413,63.03,49,0,1.41,clear sky
364,Vostok,RU,46.4856,135.8833,62.62,51,4,1.66,clear sky
365,Mount Isa,AU,-20.7333,139.5,55.17,54,0,9.22,clear sky
366,Kendari,ID,-3.945,122.4989,73.72,97,100,4.56,moderate rain
367,Tagusao,PH,9.1924,117.8141,80.55,79,100,2.19,overcast clouds
368,Nevelsk,RU,46.6733,141.8633,53.8,80,91,3.44,overcast clouds
369,Savinka,RU,50.0785,47.0994,58.39,63,25,9.48,scattered clouds
370,Orocue,CO,4.7912,-71.3354,72.03,92,100,4.76,overcast clouds
371,Haines Junction,CA,60.7522,-137.5108,60.75,41,100,6.91,overcast clouds
372,Nizhniy Ingash,RU,56.2,96.53,61.95,89,73,5.44,broken clouds
373,Thinadhoo,MV,0.5333,72.9333,84.09,72,100,7.87,overcast clouds
374,Aksarka,RU,66.5606,67.7975,39.9,80,100,25.5,light rain
375,Flinders,AU,-34.5833,150.8552,54.37,79,3,1.99,clear sky
376,Uptar,RU,59.75,150.9167,39.83,79,71,3.18,broken clouds
377,Severodvinsk,RU,64.5635,39.8302,59.11,80,100,6.87,overcast clouds
378,Bac Lieu,VN,9.285,105.7244,79.63,86,96,5.35,overcast clouds
379,Mariinskiy Posad,RU,56.115,47.718,50.94,90,12,3.2,few clouds
380,Bengkulu,ID,-3.8004,102.2655,75.63,85,100,4.32,overcast clouds
381,Beringovskiy,RU,63.05,179.3167,43.3,54,79,0.96,broken clouds
382,Bayir,TR,37.2687,28.2167,64.92,89,10,4.99,clear sky
383,Talavera De La Reina,ES,39.9635,-4.8308,82.0,26,7,6.93,clear sky
384,Camana,PE,-16.6228,-72.7111,62.08,82,4,5.93,clear sky
385,Batemans Bay,AU,-35.7167,150.1833,49.1,66,1,3.09,clear sky
386,Ontario,US,34.0633,-117.6509,98.67,38,0,17.27,smoke
387,Richards Bay,ZA,-28.783,32.0377,60.42,67,0,9.86,clear sky
388,Rodino,RU,52.5,80.25,67.59,46,97,8.21,overcast clouds
389,Namatanai,PG,-3.6667,152.4333,83.34,67,43,9.48,light rain
390,Shimoda,JP,34.6667,138.95,68.38,71,100,10.74,overcast clouds
391,Sassandra,CI,4.95,-6.0833,77.38,78,89,6.71,overcast clouds
392,Suhbaatar,MN,50.2314,106.2078,63.36,43,57,2.51,broken clouds
393,Hasaki,JP,35.7333,140.8333,66.6,61,100,5.57,overcast clouds
394,Tigil,RU,57.8,158.6667,43.41,94,100,9.13,light rain
395,Xichang,CN,27.8964,102.2634,63.1,96,100,2.8,overcast clouds
396,Lethem,GY,3.3803,-59.7968,73.31,92,96,4.27,overcast clouds
397,Cap Malheureux,MU,-19.9842,57.6142,71.47,82,81,7.0,moderate rain
398,Pitimbu,BR,-7.4706,-34.8086,75.79,80,7,7.92,clear sky
399,Saint George,US,37.1041,-113.5841,105.64,5,0,20.71,haze
400,Batagay-Alyta,RU,67.8006,130.4114,63.63,36,97,16.67,overcast clouds
401,Dzhebariki-Khaya,RU,62.2167,135.8,56.84,80,100,5.1,overcast clouds
402,Blackwater,AU,-23.5833,148.8833,54.79,51,0,7.2,clear sky
403,Tumpat,MY,6.1978,102.171,78.78,94,20,0.0,few clouds
404,Luanda,AO,-8.8368,13.2343,73.4,88,75,5.75,broken clouds
405,Portland,US,45.5234,-122.6762,59.56,83,100,8.05,overcast clouds
406,Verkhnetulomskiy,RU,68.6073,31.7962,44.73,87,34,3.62,scattered clouds
407,Bowen,AU,-20.0167,148.2333,59.74,60,0,5.66,clear sky
408,Abu Dhabi,AE,24.4667,54.3667,87.91,87,0,9.22,clear sky
409,Wawa,NG,9.9022,4.4192,81.07,64,69,4.7,broken clouds
410,Sistranda,NO,63.7256,8.834,51.76,80,49,25.46,light rain
411,Uppsala,SE,60.0,17.75,54.91,76,90,10.36,overcast clouds
412,Balikpapan,ID,-1.2675,116.8289,75.42,88,83,1.79,broken clouds
413,Yumen,CN,40.2833,97.2,65.93,11,0,4.81,clear sky
414,Lumajang,ID,-8.1335,113.2248,73.9,93,67,1.5,broken clouds
415,Sambava,MG,-14.2667,50.1667,69.06,83,2,10.16,clear sky
416,Hailar,CN,49.2,119.7,58.78,87,100,9.53,moderate rain
417,Waw,SS,7.7029,27.9953,73.4,76,44,3.96,light rain
418,Mahibadhoo,MV,3.7833,72.9667,83.21,73,100,7.81,overcast clouds
419,Znamenskoye,RU,57.1281,73.8282,52.99,99,56,5.84,broken clouds
420,Vorotynets,RU,56.0603,45.8633,46.26,86,6,2.1,clear sky
421,Grand Gaube,MU,-20.0064,57.6608,72.0,82,81,8.01,moderate rain
422,Peniche,PT,39.3558,-9.3811,66.07,91,7,8.7,clear sky
423,Vanderhoof,CA,54.0166,-124.0198,64.74,26,75,6.02,broken clouds
424,Saint-Francois,FR,46.4154,3.9054,67.44,77,0,3.44,clear sky
425,Ordu,TR,40.9086,37.6845,57.7,96,100,2.64,overcast clouds
426,Hobyo,SO,5.3505,48.5268,78.69,79,99,25.23,overcast clouds
427,Nerchinskiy Zavod,RU,51.3088,119.61,57.25,87,100,2.59,overcast clouds
428,Walvis Bay,NA,-22.9575,14.5053,62.1,72,0,5.75,clear sky
429,Turan,VN,16.0678,108.2208,78.78,83,0,1.14,clear sky
430,Jaisalmer,IN,26.9147,70.9181,85.37,56,0,14.12,clear sky
431,Ouadda,CF,8.0777,22.4007,67.26,91,100,1.23,overcast clouds
432,Igrim,RU,63.1906,64.4162,49.3,74,100,12.3,overcast clouds
433,Rumboci,BA,43.8322,17.5011,53.19,95,0,3.8,clear sky
434,Newtonmore,GB,57.066,-4.1192,46.99,75,49,11.25,scattered clouds
435,Jumla,NP,29.2747,82.1838,60.13,88,94,1.21,overcast clouds
436,Groningen,NL,53.25,6.75,56.16,87,46,3.44,scattered clouds
437,Wilmington,US,34.2257,-77.9447,80.51,83,0,9.22,clear sky
438,Elat,IL,29.5581,34.9482,84.04,37,0,8.05,clear sky
439,Constitucion,CL,-35.3333,-72.4167,49.95,90,99,0.85,overcast clouds
440,Meadow Lake,US,34.8014,-106.5436,95.72,14,98,27.07,overcast clouds
441,Neyshabur,IR,36.2133,58.7958,70.83,43,0,4.34,clear sky
442,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,57.79,44,0,4.47,clear sky
443,Kalispell,US,48.1958,-114.3129,65.16,62,20,10.36,few clouds
444,Hervey Bay,AU,-25.2986,152.8535,56.68,65,26,7.94,scattered clouds
445,Lodja,CD,-3.4833,23.4333,73.94,59,97,0.98,overcast clouds
446,Saint-Pierre,RE,-21.3393,55.4781,70.92,94,75,21.85,mist
447,Vanavara,RU,60.34,102.2797,59.77,59,98,3.76,overcast clouds
448,Minab,IR,27.1467,57.0801,89.92,66,24,2.3,few clouds
449,Conde,BR,-7.2597,-34.9075,74.66,94,0,5.75,clear sky
450,Elmadag,TR,39.9208,33.2308,58.98,82,99,4.45,overcast clouds
451,Port Hedland,AU,-20.3167,118.5667,68.05,42,82,8.05,broken clouds
452,Broome,US,42.2506,-75.833,70.61,82,100,5.01,overcast clouds
453,Kloulklubed,PW,7.0419,134.2556,83.48,73,96,12.8,overcast clouds
454,Bosaso,SO,11.2842,49.1816,93.96,38,100,17.31,overcast clouds
455,Kosh-Agach,RU,50.0,88.6667,57.6,67,85,0.6,overcast clouds
456,Kangaatsiaq,GL,68.3065,-53.4641,33.17,77,100,25.93,overcast clouds
457,Banda Aceh,ID,5.5577,95.3222,78.98,68,100,2.39,overcast clouds
458,Waverley,ZA,-25.7023,28.2591,48.99,82,0,3.44,clear sky
459,Villa Altagracia,DO,18.673,-70.171,85.51,70,18,4.68,few clouds
460,Alofi,NU,-19.0595,-169.9187,80.49,78,3,13.8,clear sky
461,Shingu,JP,33.7333,135.9833,71.06,48,100,4.72,overcast clouds
462,Ravar,IR,31.2656,56.8055,81.61,19,1,3.56,clear sky
463,Bealanana,MG,-14.55,48.7333,57.09,93,92,4.45,overcast clouds
464,Coahuayana,MX,18.7333,-103.6833,88.54,60,20,7.07,few clouds
465,Coquimbo,CL,-29.9533,-71.3436,51.53,87,40,9.22,scattered clouds
466,Tuatapere,NZ,-46.1333,167.6833,46.56,83,100,20.69,overcast clouds
467,Lismore,AU,-28.8135,153.2773,55.92,70,100,3.24,overcast clouds
468,Hamilton,US,39.1834,-84.5333,82.26,76,0,9.22,clear sky
469,Zhigansk,RU,66.7697,123.3711,50.27,95,100,4.85,light rain
470,Yar-Sale,RU,66.8333,70.8333,42.8,81,100,24.87,overcast clouds
471,Padang,ID,-0.9492,100.3543,73.45,78,97,1.9,overcast clouds
472,Itoman,JP,26.1247,127.6694,81.37,100,75,13.8,broken clouds
473,Okhotsk,RU,59.3833,143.3,45.1,85,100,6.62,overcast clouds
474,Svarstad,NO,59.399,9.9698,53.49,44,48,1.01,scattered clouds
475,Fort-Shevchenko,KZ,44.5086,50.263,75.31,50,96,7.78,overcast clouds
476,Inhambane,MZ,-23.865,35.3833,66.78,84,1,3.6,clear sky
477,Nara,JP,34.6851,135.8049,68.5,51,100,3.0,overcast clouds
478,Haag,NL,52.0767,4.2986,60.96,77,96,4.61,overcast clouds
479,Pong,TH,19.1493,100.2752,72.88,97,37,2.51,scattered clouds
480,Riviere-Au-Renard,CA,48.9957,-64.3971,64.69,71,49,6.26,scattered clouds
481,Lokot,RU,52.565,34.5776,57.2,93,27,2.91,scattered clouds
482,Tautira,PF,-17.7333,-149.15,78.15,68,53,19.08,broken clouds
483,Charleville-Mezieres,FR,49.7667,4.7167,49.86,90,59,4.21,broken clouds
484,Prainha,BR,-1.8,-53.48,74.7,93,15,2.24,heavy intensity rain
485,Takoradi,GH,4.8845,-1.7554,76.8,82,73,6.58,broken clouds
486,Kalaleh,IR,37.3807,55.4916,75.24,45,1,3.49,clear sky
487,Mehamn,NO,71.0357,27.8492,44.51,95,98,29.3,overcast clouds
488,Kharan,PK,28.5833,65.4167,82.87,38,77,6.44,broken clouds
489,Sioux Lookout,CA,50.1001,-91.917,68.07,45,100,6.91,overcast clouds
490,Kholodnyy,RU,62.7167,147.95,53.83,46,1,0.98,clear sky
491,Quelimane,MZ,-17.8786,36.8883,67.95,94,40,4.61,scattered clouds
492,Ahuimanu,US,21.4447,-157.8378,85.14,66,40,21.85,scattered clouds
493,Naryan-Mar,RU,67.6713,53.087,45.55,58,73,7.16,broken clouds
494,Huron,US,41.1501,-82.5499,81.86,70,47,2.33,scattered clouds
495,Pangai,TO,-19.8,-174.35,82.51,83,20,9.22,few clouds
496,Sitka,US,57.0531,-135.33,51.69,76,100,6.91,overcast clouds
497,Havelock,US,34.8791,-76.9013,81.01,90,40,8.05,scattered clouds
498,Roma,US,43.2128,-75.4557,70.52,92,100,0.0,light rain
499,Khasan,RU,42.4308,130.6434,55.89,98,100,7.87,overcast clouds
500,Nsanje,MW,-16.92,35.262,62.67,96,6,1.28,clear sky
501,Alice Springs,AU,-23.7,133.8833,38.75,93,0,0.0,clear sky
502,Popondetta,PG,-8.7537,148.2534,83.37,64,8,1.05,clear sky
503,Luderitz,NA,-26.6481,15.1594,58.95,62,9,5.06,clear sky
504,Kutum,SD,14.2,24.6667,78.28,42,79,5.1,broken clouds
505,Farsund,NO,58.0948,6.8047,53.06,100,61,12.46,broken clouds
506,Nizhniy Tsasuchey,RU,50.5167,115.1333,58.05,83,100,11.97,overcast clouds
507,Pforzheim,DE,48.8833,8.7,65.52,95,44,3.33,heavy intensity rain
508,Mazagao,BR,-0.115,-51.2894,82.45,95,17,2.64,few clouds
509,Kamarion,GR,36.8,25.8167,70.09,83,6,24.85,clear sky
510,Ojinaga,MX,29.5667,-104.4167,108.41,22,0,0.0,clear sky
511,Svetlaya,RU,46.5389,138.3297,55.49,73,0,4.36,clear sky
512,Zaragoza,ES,41.6561,-0.8773,81.86,43,20,3.0,few clouds
513,Pascagoula,US,30.3658,-88.5561,95.0,59,0,5.75,clear sky
514,Bara,NG,10.3744,10.7288,78.24,72,85,9.8,overcast clouds
515,Atikokan,CA,48.7555,-91.6216,70.11,42,97,8.7,overcast clouds
516,Sobolevo,RU,54.4299,31.8996,56.7,93,6,6.89,clear sky
517,Tobermory,CA,45.2501,-81.6665,50.61,81,23,10.16,few clouds
518,Isabela,PH,6.7085,121.9711,77.05,82,100,2.66,moderate rain
519,Sovetskiy,RU,61.3614,63.5842,50.56,75,100,11.03,overcast clouds
520,Praia,CV,14.9215,-23.5087,75.74,69,20,8.05,few clouds
521,Albi,FR,43.9298,2.148,72.1,67,8,3.0,clear sky
522,Sorland,NO,67.667,12.6934,49.86,92,100,13.09,overcast clouds
523,Dzerzhinsk,RU,56.2389,43.4631,46.22,93,0,0.0,clear sky
524,Nouadhibou,MR,20.931,-17.0347,67.98,88,0,20.71,clear sky
525,Maragogi,BR,-9.0122,-35.2225,76.24,85,10,5.44,clear sky
526,Cabedelo,BR,-6.9811,-34.8339,75.87,81,8,8.97,clear sky
527,Jashpurnagar,IN,22.9,84.15,79.21,52,54,4.85,broken clouds
528,Talcahuano,CL,-36.7167,-73.1167,49.68,76,100,2.3,overcast clouds
529,Akdepe,TM,42.0551,59.3788,68.09,22,0,4.41,clear sky
530,Eureka,US,40.8021,-124.1637,61.93,77,94,10.0,overcast clouds
531,Fort Nelson,CA,58.8053,-122.7002,67.59,28,75,6.91,broken clouds
532,Trelew,AR,-43.249,-65.3051,57.49,22,98,7.25,overcast clouds
533,Rincon,US,32.296,-81.2354,88.86,69,40,14.97,scattered clouds
534,Port Augusta,AU,-32.5,137.7667,49.73,74,39,3.67,scattered clouds
535,Caravelas,BR,-17.7125,-39.2481,72.99,89,100,4.65,overcast clouds
536,Tezu,IN,27.9167,96.1667,72.79,98,100,3.02,overcast clouds
537,Goalpara,IN,26.1667,90.6167,75.67,96,95,2.91,heavy intensity rain
538,Galle,LK,6.0367,80.217,80.02,82,100,15.75,overcast clouds
539,Bilibino,RU,68.0546,166.4372,62.29,36,22,2.44,few clouds
540,Bell Ville,AR,-32.6259,-62.6887,57.67,47,51,9.4,broken clouds
541,Quixere,BR,-5.0742,-37.9886,74.41,90,85,6.44,overcast clouds
542,Evensk,RU,61.95,159.2333,43.23,86,100,6.04,light rain
543,Bandarbeyla,SO,9.4942,50.8122,79.32,76,88,28.19,overcast clouds
544,Grand Junction,US,39.0639,-108.5507,100.31,9,0,19.57,clear sky
545,Davidson,US,36.1501,-86.7833,91.36,60,20,12.66,few clouds
546,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,78,20,13.8,few clouds
547,Lazaro Cardenas,MX,17.9583,-102.2,86.0,65,28,10.94,scattered clouds
548,Matara,LK,5.9485,80.5353,78.31,86,92,11.92,heavy intensity rain
549,Anloga,GH,5.7947,0.8973,79.3,77,40,10.89,scattered clouds
550,Dondo,MZ,-19.6094,34.7431,67.51,95,4,4.83,clear sky
551,Jimo,CN,36.3897,120.4622,69.58,83,20,11.18,few clouds
552,San Julian,MX,21.0167,-102.1667,85.62,15,23,3.96,few clouds
553,Chifeng,CN,42.2683,118.9636,64.98,58,99,8.01,overcast clouds
554,Kirakira,SB,-10.4544,161.9205,84.16,69,38,6.24,scattered clouds
555,La Mana,EC,-0.9333,-79.2167,76.66,85,98,2.28,overcast clouds
556,Porto Torres,IT,40.835,8.3972,66.38,63,21,2.28,few clouds
557,Dingle,PH,10.9995,122.6711,80.33,82,76,2.35,broken clouds
558,Benghazi,LY,32.1167,20.0667,73.96,76,0,14.72,clear sky
559,Monte Patria,CL,-30.6919,-70.9467,62.94,40,3,1.88,clear sky
560,Karlstad,SE,59.3793,13.5036,54.16,76,40,10.36,scattered clouds
561,Zonguldak,TR,41.25,31.8333,58.15,99,93,2.51,overcast clouds
562,Pozega,HR,45.3403,17.6853,60.94,70,0,3.56,clear sky
563,Jasper,US,37.2001,-94.3502,93.25,60,0,9.22,clear sky
564,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,84,49,3.18,scattered clouds
565,Miajadas,ES,39.1513,-5.9084,83.41,25,1,5.14,clear sky
566,Denia,ES,38.8408,0.1057,77.79,42,3,4.0,clear sky
567,Washim,IN,20.1,77.15,82.22,62,75,8.41,broken clouds
568,Camacupa,AO,-12.0167,17.4833,53.22,46,2,3.22,clear sky
569,Saint Anthony,US,45.0205,-93.218,81.03,68,40,11.5,scattered clouds
570,Shenjiamen,CN,29.9576,122.298,69.3,97,100,3.58,light rain
571,Fairfield,US,41.2668,-73.3162,71.2,86,96,7.67,overcast clouds
572,Terrace,CA,54.5163,-128.6035,57.11,62,75,8.05,broken clouds
573,Salou,ES,41.0766,1.1416,78.04,71,0,1.14,clear sky
574,Coos Bay,US,43.3665,-124.2179,58.14,88,100,9.22,overcast clouds
575,Boden,SE,65.8252,21.6886,50.0,88,35,3.0,scattered clouds
576,Anadyr,RU,64.75,177.4833,54.1,50,0,4.47,clear sky
577,Dwarka,IN,22.2394,68.9678,84.36,71,20,2.3,few clouds
578,Rio Claro,BR,-22.4114,-47.5614,55.99,45,100,3.29,overcast clouds
579,Vagay,RU,57.9375,69.0217,54.01,99,96,6.35,overcast clouds
580,Van Buren,US,35.4368,-94.3483,98.33,57,0,3.0,clear sky
581,Isiolo,KE,0.3546,37.5822,65.44,75,6,9.37,clear sky
582,Leshukonskoye,RU,64.8989,45.7622,50.04,57,99,5.73,overcast clouds
583,Bintulu,MY,3.1667,113.0333,75.61,100,40,0.0,scattered clouds
584,Sur,OM,22.5667,59.5289,81.82,84,2,10.78,clear sky
585,Larap,PH,14.299,122.6504,80.13,87,93,3.04,overcast clouds
586,Leh,IN,34.1667,77.5833,49.64,62,84,3.89,broken clouds
587,Pathein,MM,16.7833,94.7333,78.35,89,99,2.42,overcast clouds
588,Nikolayevsk-Na-Amure,RU,53.1406,140.73,73.36,38,35,1.86,scattered clouds
589,Isangel,VU,-19.55,169.2667,82.51,83,75,2.3,broken clouds
590,Davila,PH,18.4726,120.5763,78.78,80,90,6.11,overcast clouds
591,Alghero,IT,40.5589,8.3181,66.29,77,4,2.3,clear sky
592,Trincomalee,LK,8.5711,81.2335,81.1,78,100,19.66,overcast clouds
593,Wanaka,NZ,-44.7,169.15,35.11,97,67,4.47,moderate rain
594,Cambridge,CA,43.3601,-80.3127,73.81,70,75,9.22,broken clouds
595,Tokur,RU,53.1333,132.9,63.82,62,100,3.53,overcast clouds
596,Teknaf,BD,20.8624,92.3058,79.45,91,57,5.28,broken clouds
597,Americus,US,32.0724,-84.2327,95.13,41,75,8.05,broken clouds
598,Micheweni,TZ,-4.9667,39.8333,77.23,77,55,13.15,light rain
599,Laguna,US,38.421,-121.4238,85.75,53,0,19.57,clear sky
600,Abohar,IN,30.15,74.1833,90.75,32,61,9.46,broken clouds
601,Kiruna,SE,67.8557,20.2251,49.12,76,40,2.3,scattered clouds
602,Taywarah,AF,33.35,64.4167,50.9,55,0,3.87,clear sky
603,Ornskoldsvik,SE,63.2909,18.7153,50.94,90,45,2.06,scattered clouds
604,Mombasa,KE,-4.0547,39.6636,75.61,81,17,13.29,few clouds
605,Alanya,TR,36.5438,31.9998,72.39,76,5,5.68,clear sky
606,Cochabamba,BO,-17.3895,-66.1568,64.15,24,9,14.97,clear sky
607,Emerald,AU,-23.5333,148.1667,50.34,74,2,16.58,clear sky
608,Sola,VU,-13.8833,167.55,80.37,77,35,11.1,scattered clouds
609,Keuruu,FI,62.2667,24.7,56.8,91,21,5.57,few clouds
610,Brae,GB,60.3964,-1.353,50.23,93,100,20.09,overcast clouds
611,Marsh Harbour,BS,26.5412,-77.0636,82.45,78,96,10.11,overcast clouds
612,Olinda,BR,-8.0089,-34.8553,78.53,83,20,6.91,few clouds
613,Kargopol,RU,61.5071,38.9456,56.48,70,98,7.96,overcast clouds
614,Sinnamary,GF,5.3833,-52.95,78.37,84,8,7.61,clear sky
615,Manakara,MG,-22.1333,48.0167,66.97,69,86,4.14,overcast clouds
616,La Rioja,ES,42.25,-2.5,62.38,98,4,2.89,clear sky
617,San Marcos,US,33.1434,-117.1661,92.86,62,0,7.0,clear sky
618,Varkaus,FI,62.3153,27.873,54.3,85,2,4.74,clear sky
619,Khudumelapye,BW,-23.8833,24.75,52.11,51,0,6.82,clear sky
620,Tongren,CN,27.7172,109.1853,68.25,97,100,1.74,overcast clouds
621,Kununurra,AU,-15.7667,128.7333,64.38,34,46,6.91,scattered clouds
622,Santa Marta,CO,11.2408,-74.199,77.05,94,100,5.75,light intensity drizzle
623,Pacific Grove,US,36.6177,-121.9166,76.33,81,76,5.99,broken clouds
624,Placerville,US,38.7296,-120.7986,80.78,65,75,10.36,broken clouds
625,Fort Frances,CA,48.5999,-93.4003,71.82,40,100,0.0,light rain
626,Samarai,PG,-10.6167,150.6667,82.27,76,29,9.48,scattered clouds
627,Indianola,US,41.3581,-93.5574,88.0,65,94,6.87,overcast clouds
628,Nishihara,JP,26.1842,127.7558,80.65,100,100,13.8,overcast clouds
629,Honghu,CN,29.8206,113.4621,69.67,91,98,1.39,overcast clouds
630,Verkhoyansk,RU,67.5447,133.385,69.6,31,78,13.49,broken clouds
631,Ayan,RU,56.45,138.1667,42.44,97,100,7.85,overcast clouds
632,Raha,IN,26.2333,92.5167,75.09,97,73,4.0,light rain
633,Traian,RO,46.6333,27.0333,65.91,83,40,20.71,scattered clouds
634,Severnyy,RU,50.677,36.5532,60.84,88,0,6.71,clear sky
635,Lewisporte,CA,49.2499,-55.0482,55.11,73,89,6.4,overcast clouds
636,Caucaia,BR,-3.7361,-38.6531,81.03,74,0,6.91,clear sky
637,Luoyang,CN,34.6836,112.4536,75.02,53,23,5.57,few clouds
638,Rosario,AR,-32.9468,-60.6393,59.83,54,0,4.61,clear sky
639,Henties Bay,NA,-22.116,14.2845,63.46,60,0,5.03,clear sky
640,Guadalupe Y Calvo,MX,26.1,-106.9667,55.83,93,86,5.28,overcast clouds
641,Jizan,SA,17.3333,42.6667,86.94,66,15,2.51,few clouds
642,Inirida,CO,3.8653,-67.9239,70.2,99,100,0.83,overcast clouds
643,Ust-Tsilma,RU,65.441,52.1498,44.15,62,71,1.21,broken clouds
644,Abnub,EG,27.2696,31.1511,84.42,30,0,11.61,clear sky
645,Greensburg,US,40.3015,-79.5389,79.16,67,72,5.99,broken clouds
646,Melita,CA,49.2681,-100.9967,74.53,68,74,6.69,broken clouds
647,Villa Maria,AR,-32.4075,-63.2402,56.82,54,14,12.48,few clouds
648,Muros,ES,42.7762,-9.0603,68.09,72,45,14.7,scattered clouds
649,Grand Baie,MU,-20.0182,57.5802,72.07,83,85,5.01,moderate rain
650,Hokitika,NZ,-42.7167,170.9667,50.88,72,100,23.29,overcast clouds
651,Ambatofinandrahana,MG,-20.55,46.8,45.03,95,10,4.34,clear sky
652,Dalhousie,IN,32.5333,75.9833,62.51,39,46,9.86,scattered clouds
653,Podgornoye,RU,51.735,39.1496,64.62,88,0,6.71,light rain
654,Tucuman,AR,-26.8241,-65.2226,60.8,63,0,8.05,clear sky
655,Launceston,AU,-41.45,147.1667,36.16,80,4,0.0,clear sky
656,Ninohe,JP,40.2724,141.3061,59.95,67,47,3.96,scattered clouds
657,Oranjemund,NA,-28.55,16.4333,59.16,61,94,7.31,overcast clouds
658,Angoche,MZ,-16.2325,39.9086,69.84,83,10,8.32,clear sky
659,Kayes,ML,14.0,-11.0,93.56,34,95,3.38,light rain
660,Ormond Beach,US,29.2858,-81.0559,89.1,82,40,3.44,scattered clouds
661,Calvinia,ZA,-31.4707,19.776,53.83,47,100,4.94,overcast clouds
662,Greenwood,US,34.1668,-82.1165,91.27,55,100,3.58,overcast clouds
663,Kawalu,ID,-7.3817,108.2082,71.87,96,100,1.77,overcast clouds
664,Real,PH,14.6625,121.6047,81.66,83,100,2.33,overcast clouds
665,Aquidauana,BR,-20.4711,-55.7872,55.36,45,1,4.88,clear sky
666,Nakusp,CA,50.2499,-117.8023,70.14,43,92,1.14,overcast clouds
667,Digby,CA,44.6169,-65.7655,76.15,74,97,9.93,overcast clouds
668,Ulaanbaatar,MN,47.9077,106.8832,50.13,71,0,0.0,clear sky
669,Linxia,CN,35.6003,103.2064,54.84,66,63,1.88,broken clouds
670,Pangkalanbuun,ID,-2.6833,111.6167,73.53,98,97,2.33,overcast clouds
671,Tulun,RU,54.5611,100.5792,60.03,87,100,2.55,light rain
672,Catuday,PH,16.2923,119.8062,80.8,76,96,4.79,overcast clouds
673,Dubbo,AU,-32.25,148.6167,48.33,87,100,4.61,overcast clouds
674,Tonj,SS,7.2737,28.6822,74.88,75,15,4.36,few clouds
675,Berlevag,NO,70.8578,29.0864,44.55,70,100,20.71,overcast clouds
676,Arroyo,ES,41.6096,-4.7969,71.64,60,0,8.05,clear sky
677,Necocli,CO,8.4234,-76.786,78.21,89,100,2.86,overcast clouds
678,Kismayo,SO,-0.3582,42.5454,78.57,77,15,15.39,few clouds
679,Hovd,MN,48.0056,91.6419,68.74,37,0,6.02,clear sky
680,West Bay,KY,19.3667,-81.4167,87.87,72,20,11.5,few clouds
681,Mayo,US,38.8876,-76.5119,82.45,76,75,10.36,broken clouds
682,Wuda,CN,39.4994,106.7117,67.82,21,1,2.19,clear sky
683,Berestechko,UA,50.3605,25.1107,60.01,87,4,3.06,clear sky
684,Porto Novo,BJ,6.4965,2.6036,77.0,86,97,6.13,overcast clouds
685,Barhiya,IN,25.2833,86.0333,87.42,61,19,7.9,few clouds
686,Pavlovsk,RU,50.4578,40.1081,61.66,82,53,5.55,broken clouds
